"R0000100","R0618300","R2925010","R2928400","T1215600"
6525,36,600,2,-5
6526,35,311,3,-5
6527,8,1000,1,-5
6528,5,500,2,-5
6529,15,589,3,-5
6530,18,800,3,-5
6531,17,500,3,-5
6532,8,-4,-4,-5
6533,12,350,2,-5
6534,6,550,0,-5
6535,18,450,0,-5
6536,13,390,0,-5
6537,2,500,2,-5
6538,12,300,2,-5
6539,81,1442,4,-5
6540,85,1009,4,-5
6541,68,8333,0,-5
6542,90,1538,5,-5
6543,99,650,2,-5
6544,99,1410,5,-5
6545,93,145,4,-5
6546,74,-4,2,-5
6547,65,1055,5,-5
6548,-4,455,0,-5
6549,-4,-4,-4,-5
6550,88,837,3,-5
6551,-4,854,2,-5
6552,17,-4,-4,-5
6553,18,400,2,-5
6554,18,400,2,-5
6555,28,430,3,8
6556,97,494,2,-5
6557,71,1345,6,-5
6558,77,1490,3,-5
6559,87,1350,3,-5
6560,79,1634,3,-5
6561,90,23076,5,-5
6562,84,1076,4,-5
6563,98,-4,-4,-5
6564,67,961,4,-5
6565,86,1106,6,-5
6566,84,1250,5,-5
6567,58,874,5,-5
6568,80,863,5,-5
6569,92,3525,4,-5
6570,90,1121,5,-5
6571,74,1026,5,-5
6572,74,-4,-4,-5
6573,22,1000,1,-5
6574,7,450,0,1
6575,-4,-5,-5,-5
6576,29,-5,-5,2
6577,13,618,0,-5
6578,3,-4,-4,-5
6579,18,150,0,-5
6580,55,-4,-4,-5
6581,2,74,0,-5
6582,27,500,0,-5
6583,6,518,0,-5
6584,4,2000,0,-5
6585,8,600,0,-5
6586,11,375,0,-5
6587,-4,-4,-4,0
6588,16,610,2,-5
6589,18,600,0,-5
6590,3,365,0,-5
6591,6,-4,-4,-5
6592,11,-4,-4,-5
6593,13,400,0,1
6594,15,600,3,1
6595,40,-4,-4,1
6596,30,-5,-5,-5
6597,82,1153,4,-5
6598,11,-4,-4,1
6599,4,500,0,-5
6600,25,-4,-4,-5
6601,12,300,0,-5
6602,8,382,0,0
6603,19,-4,-4,2
6604,26,893,4,1
6605,31,784,2,8
6606,35,-4,-4,1
6607,78,500,0,-5
6608,62,-5,-5,-5
6609,-4,500,3,-5
6610,17,545,0,-5
6611,17,493,2,-5
6612,33,450,3,-5
6613,68,750,4,-5
6614,63,240,1,-5
6615,34,771,3,-5
6616,75,1754,5,-5
6617,53,711,5,1
6618,37,-4,-4,-5
6619,73,600,3,-5
6620,9,721,2,-5
6621,5,857,3,-5
6622,28,500,3,-5
6623,27,-4,-4,-5
6624,35,750,2,-5
6625,11,675,0,-5
6626,80,1634,5,-5
6627,98,1282,4,-5
6628,39,496,2,-5
6629,11,630,0,-5
6630,25,609,2,-5
6631,80,-5,-5,-5
6632,92,-5,-5,-5
6633,94,1771,3,-5
6634,4,875,0,-5
6635,6,800,1,-5
6636,25,-4,-4,-5
6637,26,-4,-4,-5
6638,11,-4,-4,-5
6639,42,-4,-4,-5
6640,47,1250,3,-5
6641,35,1098,5,-5
6642,25,-4,-4,1
6643,51,500,3,3
6644,22,555,3,-5
6645,48,1175,5,2
6646,52,790,5,4
6647,24,1375,4,2
6648,26,1000,3,1
6649,43,-4,4,2
6650,32,900,4,1
6651,6,759,3,1
6652,10,910,3,1
6653,-4,1212,3,1
6654,-4,-5,-5,1
6655,29,345,3,2
6656,22,1792,4,-5
6657,43,-5,-5,-5
6658,8,-4,-4,1
6659,6,750,3,2
6660,7,972,3,-5
6661,27,562,3,-5
6662,25,1203,5,1
6663,26,4807,3,5
6664,21,-5,-5,-5
6665,22,-4,4,-5
6666,7,-4,3,-5
6667,25,460,3,1
6668,27,1489,4,2
6669,10,631,-2,-5
6670,8,775,2,1
6671,4,520,0,1
6672,7,-5,-5,-5
6673,-4,-4,-4,-5
6674,81,-4,-4,3
6675,89,-4,-4,-5
6676,44,850,5,4
6677,7,631,0,1
6678,1,-4,0,-5
6679,11,1044,3,1
6680,15,-4,3,0
6681,1,1750,3,1
6682,6,-4,-4,1
6683,-4,850,3,-5
6684,-4,213,-2,-5
6685,22,780,3,-5
6686,8,595,2,-5
6687,-4,750,0,-5
6688,-4,-5,-5,-5
6689,-3,384,0,-5
6690,19,-5,-5,-5
6691,33,-5,-5,-5
6692,15,1252,5,-5
6693,67,2940000,5,3
6694,-4,-4,-4,1
6695,-4,767,3,-5
6696,-4,-4,3,-5
6697,-4,-4,0,1
6698,39,1000,4,3
6699,65,1880,4,-5
6700,93,961,4,-5
6701,77,1200,3,-5
6702,50,-5,-5,-5
6703,65,-4,5,2
6704,1,-4,-4,0
6705,5,1206,2,1
6706,79,2197,3,1
6707,40,1050,4,2
6708,69,1135,5,8
6709,11,520,3,2
6710,34,1009,2,1
6711,29,-4,-4,1
6712,50,1000,4,2
6713,66,-5,-5,1
6714,-4,750,3,-5
6715,-4,-5,-5,1
6716,-4,-4,-4,1
6717,4,729,3,1
6718,5,565,0,0
6719,8,76,-3,0
6720,9,600,3,1
6721,4,865,3,1
6722,4,500,2,1
6723,-4,-5,-5,-5
6724,5,923,4,-5
6725,1,-4,-4,1
6726,-4,-5,-5,-5
6727,57,1283,3,4
6728,25,750,3,1
6729,32,500,2,1
6730,67,1000,4,2
6731,29,980,5,-5
6732,29,817,3,2
6733,17,256,2,-5
6734,13,750,5,5
6735,20,692,4,-4
6736,23,-4,-4,-4
6737,80,1282,5,-5
6738,30,1025,3,1
6739,31,1777,1,0
6740,11,700,0,0
6741,13,-4,-4,1
6742,25,-4,-4,1
6743,22,-5,-5,1
6744,15,1000,3,3
6745,18,1071,4,2
6746,-4,-4,-4,1
6747,11,-5,-5,-5
6748,-4,-5,-5,-5
6749,-4,400,2,-5
6750,42,-5,-5,-5
6751,65,1201,5,4
6752,37,-4,-4,1
6753,61,-5,-5,5
6754,35,-4,-4,-5
6755,26,-4,3,1
6756,24,934,3,1
6757,15,1035,3,1
6758,42,1538,2,-5
6759,2,1000,2,0
6760,7,721,4,1
6761,3,-4,-4,0
6762,1,833,2,-5
6763,-4,961,4,1
6764,3,500,2,0
6765,21,905,2,1
6766,40,769,0,-5
6767,66,2500,0,-5
6768,75,850,3,1
6769,37,1201,3,1
6770,18,1057,2,1
6771,10,-4,-4,1
6772,-4,405,1,0
6773,4,364,0,0
6774,17,-4,-4,2
6775,1,-4,2,-5
6776,79,1923,4,5
6777,4,-5,-5,-5
6778,6,-5,-5,-5
6779,56,1442,3,1
6780,8,250,0,0
6781,-4,-5,-5,1
6782,63,-5,-5,-5
6783,28,425,0,2
6784,38,-4,-4,1
6785,7,625,3,0
6786,9,240,2,0
6787,13,-4,-4,0
6788,5,-5,-5,0
6789,17,1522,3,1
6790,8,875,2,0
6791,9,1051,0,-5
6792,13,-4,-4,1
6793,9,312,3,0
6794,-4,-5,-5,1
6795,34,1373,2,1
6796,23,-4,-4,1
6797,-4,-5,-5,-5
6798,-4,-5,-5,-5
6799,16,-5,-5,1
6800,63,1269,4,3
6801,26,930,0,1
6802,40,750,0,4
6803,85,2019,3,1
6804,6,-4,-4,0
6805,34,1100,3,1
6806,12,2000,2,1
6807,62,-4,-4,1
6808,75,-4,2,1
6809,43,1000,0,-5
6810,13,-4,-4,-5
6811,71,-4,-4,2
6812,9,1236,3,2
6813,9,875,3,-5
6814,11,-5,-5,-5
6815,23,957,4,4
6816,72,1974,5,4
6817,86,1154,5,5
6818,46,1257,5,1
6819,12,700,3,-4
6820,5,512,3,-5
6821,87,1623,5,-5
6822,53,1455,3,-5
6823,53,1208,3,1
6824,12,1442,3,1
6825,7,-4,-4,1
6826,85,500,5,7
6827,34,-4,5,-5
6828,19,642,3,-5
6829,-4,1870,5,3
6830,6,1148,3,-5
6831,-4,1153,4,-5
6832,-4,-5,-5,0
6833,-4,1300,3,-5
6834,8,375,-3,-5
6835,35,714,3,2
6836,12,1048,3,2
6837,45,1379,3,1
6838,29,840,3,1
6839,40,1100,4,4
6840,28,700,0,1
6841,30,-5,-5,-5
6842,85,1037,6,6
6843,82,1490,6,7
6844,64,357,0,-4
6845,21,1213,3,1
6846,15,-4,-4,0
6847,-4,-4,-4,-5
6848,57,615,4,4
6849,44,375,4,2
6850,78,864,4,-5
6851,-4,500,2,0
6852,74,1201,3,1
6853,58,978,5,5
6854,42,450,3,1
6855,80,556,3,4
6856,-4,-5,-5,0
6857,23,1346,5,5
6858,9,350,1,0
6859,61,-5,-5,1
6860,42,583,3,0
6861,32,350,3,1
6862,35,-4,-4,4
6863,35,685,3,0
6864,5,-5,-5,-5
6865,16,-5,-5,1
6866,6,-4,-4,0
6867,36,375,0,8
6868,12,1298,2,1
6869,34,-5,-5,-5
6870,52,-5,-5,-5
6871,31,-5,-5,-5
6872,8,625,3,1
6873,25,1490,3,1
6874,18,1131,4,-5
6875,6,789,3,-5
6876,64,-4,-4,4
6877,-4,1000,3,-5
6878,25,650,2,1
6879,22,1318,4,4
6880,27,-5,-5,3
6881,20,697,3,1
6882,-4,900,3,1
6883,16,945,3,1
6884,14,937,3,1
6885,8,675,3,1
6886,19,714,3,1
6887,41,1395,3,1
6888,1,365,2,0
6889,-4,1000,3,2
6890,1,800,2,0
6891,4,587,2,1
6892,43,1145,3,1
6893,27,691,3,1
6894,13,-4,-4,1
6895,49,1418,4,2
6896,85,416,0,3
6897,22,1250,3,1
6898,10,562,3,1
6899,3,1450,2,0
6900,15,-4,-4,-5
6901,7,650,4,2
6902,24,750,3,1
6903,17,1370,3,-5
6904,1,1346,3,1
6905,8,650,3,1
6906,1,961,3,1
6907,1,1365,3,1
6908,49,1394,2,1
6909,17,650,2,1
6910,52,-4,3,-5
6911,19,-4,-4,1
6912,58,1367,5,3
6913,43,2300,5,1
6914,6,1100,3,3
6915,-4,902,4,-4
6916,4,-4,-4,-5
6917,32,-4,-4,-5
6918,29,485,3,-5
6919,22,-4,-4,-5
6920,25,-4,-4,-5
6921,17,-5,-5,-5
6922,53,600,0,-5
6923,50,650,3,-5
6924,12,-4,-4,-5
6925,26,1228,3,-5
6926,32,1346,4,-5
6927,32,1312,2,-5
6928,22,1625,2,-5
6929,58,1396,5,-5
6930,-4,837,4,1
6931,-4,878,3,1
6932,52,1037,3,1
6933,39,200,5,-5
6934,46,1000,5,-5
6935,21,970,3,-5
6936,62,309,3,-5
6937,13,1000,0,-5
6938,35,837,3,1
6939,23,1048,3,1
6940,12,500,4,1
6941,21,98,3,1
6942,41,1586,3,1
6943,21,1025,0,-5
6944,27,-5,-5,-5
6945,24,560,3,-5
6946,18,-4,-4,-5
6947,6,600,3,1
6948,5,-5,-5,1
6949,19,935,3,1
6950,20,817,3,1
6951,30,700,4,-5
6952,13,575,3,1
6953,42,1052,3,1
6954,57,884,4,2
6955,13,2000,5,1
6956,42,125,1,-5
6957,27,560,3,1
6958,42,-4,0,1
6959,70,1000,5,1
6960,36,1111,3,1
6961,6,-5,-5,-5
6962,3,-5,-5,0
6963,7,-4,-4,-5
6964,8,865,1,0
6965,59,-4,-4,-5
6966,23,600,0,1
6967,4,-4,-4,0
6968,29,936,3,2
6969,23,-5,-5,1
6970,2,780,2,1
6971,45,610,3,2
6972,4,900,3,1
6973,85,-5,-5,-5
6974,88,1500,6,-5
6975,82,813,4,-5
6976,67,1682,6,-5
6977,87,-5,-5,-5
6978,67,1258,5,-5
6979,73,-5,-5,-5
6980,73,608,5,-5
6981,32,500,-2,-5
6982,67,1158,4,-5
6983,77,750,4,-5
6984,64,1354,1,-5
6985,43,854,3,-5
6986,58,1354,5,-5
6987,84,1923,0,-5
6988,29,666,4,1
6989,39,145,3,1
6990,40,700,0,1
6991,21,10465,3,1
6992,40,1136,3,1
6993,3,750,0,0
6994,12,1071,0,-5
6995,4,325,2,0
6996,47,782,5,3
6997,6,550,2,1
6998,37,678,3,4
6999,14,696,3,2
7000,28,-4,-4,-5
7001,-4,525,3,-5
7002,22,623,3,1
7003,38,575,3,1
7004,21,903,3,1
7005,8,571,3,1
7006,78,475,3,-5
7007,86,549,3,-5
7008,25,432,3,1
7009,34,477,1,1
7010,27,-4,-4,-5
7011,80,1298,6,-5
7012,32,660,3,-5
7013,69,1586,6,-5
7014,54,576,5,-5
7015,26,500,2,-5
7016,85,-4,-4,-5
7017,49,240,3,-5
7018,12,400,2,0
7019,68,600,3,-5
7020,35,-5,-5,-5
7021,28,360,-2,-5
7022,10,-4,-4,-5
7023,12,800,4,-5
7024,41,461,3,-5
7025,33,1442,3,1
7026,49,625,0,-5
7027,36,-4,-4,-5
7028,23,-4,-4,-5
7029,10,-5,-5,-5
7030,42,40,1,-5
7031,54,474,3,-5
7032,39,307,3,-5
7033,6,515,1,-5
7034,12,250,0,-5
7035,30,970,3,-5
7036,18,769,3,-5
7037,15,1125,3,-5
7038,8,375,3,-5
7039,39,400,3,-5
7040,61,568,3,-5
7041,58,1325,2,-5
7042,32,800,2,-5
7043,93,1000,3,-5
7044,46,700,0,-5
7045,52,762,3,-5
7046,27,600,0,0
7047,-4,800,3,0
7048,63,300,3,4
7049,59,650,3,1
7050,22,400,0,1
7051,4,737,2,-5
7052,16,400,0,-5
7053,7,-4,-4,-5
7054,35,769,1,1
7055,41,409,1,-5
7056,32,872,3,-5
7057,5,-4,-4,-5
7058,23,-4,-4,-5
7059,18,725,3,-5
7060,74,1103,3,-5
7061,97,524,5,-5
7062,65,1000,2,-5
7063,58,600,3,-5
7064,13,1000,3,1
7065,10,-4,-4,1
7066,16,-4,-4,0
7067,47,415,0,-5
7068,4,1201,4,1
7069,16,600,3,1
7070,4,725,4,2
7071,10,166,0,1
7072,8,475,3,1
7073,25,436,4,1
7074,58,492,3,3
7075,56,1239,5,3
7076,92,754,3,3
7077,25,550,3,1
7078,13,550,3,1
7079,44,-4,-4,1
7080,46,986,2,2
7081,30,500,3,2
7082,32,813,3,1
7083,2,700,3,2
7084,56,-4,-4,4
7085,14,473,4,1
7086,22,1121,3,3
7087,84,826,3,1
7088,11,-5,-5,-5
7089,2,765,3,1
7090,24,-4,0,-5
7091,65,759,3,-5
7092,72,803,3,3
7093,55,270,3,1
7094,6,-4,-4,1
7095,11,350,3,1
7096,48,703,3,1
7097,18,382,0,0
7098,1,-4,-4,-5
7099,78,1783,5,5
7100,44,-4,-4,-5
7101,-4,1473,4,1
7102,57,500,3,3
7103,46,-4,5,5
7104,31,550,4,4
7105,35,804,5,-5
7106,45,1007,5,4
7107,88,465,3,1
7108,63,686,4,-5
7109,34,-5,-5,-5
7110,25,666,0,-5
7111,27,87,2,-5
7112,23,1725,3,-5
7113,13,-5,-5,0
7114,77,-5,-5,1
7115,50,525,3,1
7116,71,1505,2,4
7117,-4,-5,-5,-5
7118,18,-5,-5,1
7119,90,1752,5,6
7120,39,711,4,1
7121,29,1000,3,3
7122,15,405,0,1
7123,18,475,3,1
7124,9,706,3,1
7125,36,-4,-4,1
7126,14,400,2,1
7127,5,300,2,0
7128,21,425,3,1
7129,19,1258,3,-5
7130,15,-4,-4,1
7131,46,750,4,1
7132,5,167,1,0
7133,23,225,3,1
7134,2,350,3,1
7135,10,-4,-4,0
7136,47,450,3,1
7137,21,450,4,1
7138,7,458,2,1
7139,5,-4,-4,0
7140,9,-4,-4,1
7141,4,345,1,1
7142,13,-4,-4,1
7143,77,2093,5,4
7144,57,-4,-4,0
7145,43,700,0,1
7146,34,1488,4,1
7147,29,1081,3,2
7148,62,1500,4,1
7149,19,487,3,1
7150,73,1252,5,5
7151,9,622,3,1
7152,19,1200,3,3
7153,13,799,3,2
7154,15,-4,2,1
7155,65,-4,-4,1
7156,32,-4,3,1
7157,8,420,2,-5
7158,3,350,2,0
7159,-4,865,4,-5
7160,-4,709,3,8
7161,7,897,3,1
7162,29,1009,0,1
7163,25,-4,-4,1
7164,38,400,3,1
7165,17,600,4,4
7166,56,916,5,-4
7167,10,350,2,-5
7168,97,485,4,-5
7169,12,-4,-4,-5
7170,7,416,2,1
7171,3,450,2,0
7172,11,-4,-4,0
7173,13,250,0,1
7174,2,600,2,-5
7175,27,600,3,1
7176,-4,-4,-4,1
7177,33,762,3,1
7178,2,500,0,1
7179,1,690,3,1
7180,3,-5,-5,1
7181,12,-4,-4,1
7182,6,932,3,1
7183,18,445,3,1
7184,1,-4,-4,1
7185,84,1634,4,1
7186,3,-4,-4,1
7187,11,400,0,1
7188,8,-5,-5,1
7189,10,-4,-4,1
7190,73,400,3,4
7191,15,-4,-4,1
7192,10,360,3,1
7193,58,1926,3,-5
7194,-4,-4,-4,1
7195,-4,530,3,-5
7196,19,991,3,1
7197,1,500,2,0
7198,24,750,4,1
7199,16,813,3,1
7200,13,650,3,1
7201,92,493,6,7
7202,65,-4,5,-5
7203,55,1394,3,-5
7204,36,930,4,-5
7205,66,-5,-5,-5
7206,25,-5,-5,-5
7207,8,500,2,0
7208,2,558,2,0
7209,2,525,2,0
7210,12,980,2,8
7211,25,650,3,1
7212,28,1366,5,4
7213,19,1042,0,-5
7214,26,1057,3,1
7215,45,1006,4,1
7216,2,500,2,1
7217,4,100,0,0
7218,12,650,3,1
7219,4,-4,-4,0
7220,4,340,2,1
7221,9,-4,-4,1
7222,4,520,3,1
7223,7,600,4,-5
7224,18,500,0,1
7225,8,-4,-4,4
7226,6,-4,-4,0
7227,29,350,0,-5
7228,19,350,3,0
7229,25,3875,4,2
7230,51,650,3,-5
7231,29,725,2,2
7232,13,-4,-4,1
7233,-4,1197,3,-5
7234,21,-5,-5,-5
7235,5,-4,-4,0
7236,27,201,2,1
7237,13,900,3,-5
7238,1,1300,0,-5
7239,1,550,2,-5
7240,61,750,4,2
7241,21,1062,4,2
7242,1,-5,-5,-5
7243,25,1500,4,-5
7244,9,-4,-4,1
7245,14,750,4,3
7246,13,1920,4,1
7247,8,-4,-4,1
7248,50,1826,3,2
7249,1,-4,-4,0
7250,11,485,-2,-5
7251,37,-4,-4,1
7252,-4,500,3,1
7253,7,-4,-4,0
7254,3,-4,-4,-5
7255,23,1100,3,1
7256,7,-4,-4,0
7257,7,-4,-4,1
7258,9,-4,-4,8
7259,14,-4,-4,0
7260,8,-5,-5,4
7261,7,-4,-4,3
7262,13,625,3,-5
7263,6,-4,-4,0
7264,15,-5,-5,-5
7265,23,625,2,1
7266,19,600,4,5
7267,14,1375,-2,1
7268,9,1136,4,2
7269,-4,-5,-5,-5
7270,91,-4,6,-5
7271,81,1923,4,7
7272,3,-4,-4,0
7273,68,-5,-5,2
7274,85,301,3,6
7275,13,600,3,1
7276,9,625,3,2
7277,20,700,2,1
7278,6,312,2,1
7279,23,823,3,0
7280,11,638,0,1
7281,19,530,0,-5
7282,11,-4,-4,1
7283,15,-4,-4,1
7284,12,-4,-4,2
7285,65,700,4,4
7286,82,1105,5,5
7287,80,1400,5,-5
7288,42,1068,3,-5
7289,50,675,2,-5
7290,23,166,0,-5
7291,8,377,-2,-5
7292,-4,-5,-5,-5
7293,61,594,5,4
7294,32,418,0,1
7295,25,425,3,-5
7296,65,848,5,4
7297,8,1395,4,1
7298,52,900,3,-5
7299,4,525,0,-5
7300,10,345,3,1
7301,5,875,3,1
7302,40,-4,-4,2
7303,8,-5,-5,-5
7304,3,769,3,1
7305,29,756,3,1
7306,50,873,4,-5
7307,94,1282,5,-5
7308,3,-4,-4,-5
7309,1,-4,-4,-5
7310,21,450,3,-5
7311,5,-5,-5,-5
7312,13,575,3,-5
7313,12,630,-2,0
7314,3,335,2,-5
7315,19,1820,3,0
7316,64,846,5,1
7317,23,631,2,1
7318,49,550,3,1
7319,25,500,0,1
7320,5,600,3,1
7321,12,221,0,1
7322,14,445,3,1
7323,2,-4,-4,1
7324,8,450,2,1
7325,55,692,3,1
7326,2,-5,-5,1
7327,68,-5,-5,-5
7328,87,750,3,-5
7329,22,500,-2,-5
7330,54,908,3,-5
7331,73,950,3,-5
7332,43,480,3,1
7333,91,-5,-5,-5
7334,82,1442,5,-5
7335,21,-4,-4,3
7336,18,432,2,3
7337,53,865,3,5
7338,97,755,4,-5
7339,82,960,5,-5
7340,98,48,4,5
7341,65,425,3,-5
7342,78,1000,4,-5
7343,93,1552,3,-5
7344,70,600,4,-5
7345,90,240,0,-5
7346,57,889,4,-5
7347,11,-4,-4,-5
7348,79,857,0,-5
7349,13,335,2,-5
7350,1,-4,-4,-5
7351,21,697,4,-5
7352,45,963,5,-5
7353,35,335,3,-5
7354,4,400,0,-5
7355,6,-4,-4,-5
7356,-4,-5,-5,-5
7357,55,-5,-5,-5
7358,2,-4,-4,-5
7359,6,-4,-4,-5
7360,42,783,5,-5
7361,12,97,5,1
7362,24,400,0,-5
7363,2,-4,-4,-5
7364,42,400,3,-5
7365,28,769,3,-5
7366,20,915,3,-5
7367,13,-4,-4,-5
7368,64,450,2,4
7369,77,1610,5,4
7370,95,1826,5,5
7371,27,777,4,4
7372,33,650,4,4
7373,4,450,2,0
7374,23,-5,-5,-5
7375,26,-4,-4,-5
7376,17,450,2,-5
7377,3,800,3,1
7378,39,849,4,8
7379,5,650,0,1
7380,1,500,1,-5
7381,8,531,4,1
7382,27,532,0,1
7383,6,-4,3,1
7384,13,825,3,1
7385,12,675,0,0
7386,45,820,3,4
7387,46,650,0,-5
7388,70,650,4,-5
7389,50,576,4,1
7390,5,-4,-4,1
7391,14,1100,3,1
7392,20,1083,3,1
7393,31,504,3,1
7394,11,732,3,1
7395,46,625,3,3
7396,31,578,3,4
7397,52,1013,6,1
7398,51,-5,-5,-5
7399,77,-4,5,5
7400,34,755,3,1
7401,46,961,4,1
7402,2,400,-2,1
7403,5,247,3,1
7404,1,655,2,1
7405,6,435,3,1
7406,19,800,2,-5
7407,35,1682,3,-5
7408,17,558,0,-5
7409,40,849,3,-5
7410,48,1238,3,1
7411,11,802,3,1
7412,66,1037,3,-5
7413,65,1023,6,5
7414,67,-4,-4,-5
7415,56,1201,3,-5
7416,16,933,3,-5
7417,50,833,3,2
7418,28,625,3,1
7419,99,961,3,-5
7420,63,1104,3,-5
7421,32,-4,-4,-5
7422,53,1239,4,1
7423,76,1250,4,4
7424,73,1606,4,2
7425,34,800,3,-5
7426,98,1787,4,4
7427,99,899,6,6
7428,78,740,-2,1
7429,-4,750,2,-5
7430,37,937,2,0
7431,77,897,3,-5
7432,25,569,3,1
7433,38,-4,-4,0
7434,14,625,1,1
7435,15,-5,-5,4
7436,18,750,3,1
7437,22,1039,5,4
7438,29,730,3,1
7439,25,600,3,1
7440,13,1125,3,-5
7441,3,625,2,0
7442,68,588,3,1
7443,42,600,4,1
7444,1,485,3,1
7445,2,-4,-4,1
7446,2,487,3,1
7447,16,450,0,0
7448,4,-4,-4,1
7449,3,675,-2,2
7450,77,566,3,-5
7451,49,-4,-4,1
7452,44,650,4,-5
7453,97,-4,5,-5
7454,32,1475,5,4
7455,-4,-4,-4,0
7456,1,-5,-5,0
7457,2,800,0,0
7458,46,867,3,-5
7459,13,-4,-4,0
7460,27,-5,-5,-5
7461,4,600,0,-5
7462,17,-5,-5,-5
7463,3,365,0,-5
7464,14,-4,-4,1
7465,22,625,3,1
7466,4,690,0,1
7467,1,-5,-5,-5
7468,47,-5,-5,-5
7469,4,1066,3,1
7470,-4,-4,-4,2
7471,59,1034,4,2
7472,55,1133,3,8
7473,20,550,3,1
7474,14,1013,4,1
7475,42,765,4,4
7476,23,559,4,1
7477,31,855,3,-4
7478,22,387,3,5
7479,15,871,4,1
7480,15,698,3,1
7481,64,714,2,-5
7482,12,1061,3,1
7483,10,1208,3,1
7484,25,775,5,-5
7485,68,335,0,2
7486,26,525,3,1
7487,9,817,3,1
7488,71,1452,5,3
7489,66,1106,4,1
7490,26,875,4,4
7491,35,1105,4,4
7492,19,550,3,1
7493,6,-4,-4,1
7494,18,613,3,1
7495,22,-4,3,1
7496,4,360,3,1
7497,7,410,3,2
7498,80,1385,3,4
7499,4,-4,-4,0
7500,17,400,3,1
7501,21,-4,-4,1
7502,-4,1225,3,1
7503,8,650,3,1
7504,9,-4,-4,1
7505,9,1150,3,1
7506,9,41,4,1
7507,13,1111,3,1
7508,11,-4,3,1
7509,7,1100,3,0
7510,12,-4,-4,1
7511,19,-5,-5,0
7512,29,850,3,1
7513,14,-5,-5,2
7514,63,638,3,2
7515,30,545,3,1
7516,25,752,3,2
7517,3,375,2,-5
7518,2,-4,-4,0
7519,7,760,3,-5
7520,2,350,2,0
7521,30,600,3,1
7522,23,-4,-4,2
7523,21,650,0,1
7524,2,365,0,1
7525,41,640,3,1
7526,5,887,3,1
7527,84,700,6,-4
7528,43,-5,-5,-5
7529,42,500,1,-5
7530,-4,500,0,-5
7531,50,355,3,-5
7532,53,930,5,-5
7533,1,43,0,1
7534,7,1250,0,0
7535,23,662,3,1
7536,-4,-5,-5,-5
7537,81,675,4,-5
7538,97,-4,-4,-5
7539,55,838,3,1
7540,22,777,3,1
7541,16,-5,-5,-5
7542,78,935,4,2
7543,32,1000,0,-5
7544,91,470,6,7
7545,40,-5,-5,1
7546,33,937,3,-5
7547,1,-5,-5,1
7548,5,-4,-4,0
7549,1,830,2,0
7550,4,410,2,1
7551,17,650,5,1
7552,98,1522,5,4
7553,15,500,3,1
7554,89,575,3,2
7555,80,1322,4,2
7556,68,721,3,1
7557,19,1150,3,1
7558,72,-5,-5,-5
7559,18,-5,-5,0
7560,41,600,3,1
7561,97,697,6,7
7562,-4,-5,-5,-5
7563,-4,2000,4,8
7564,90,824,5,8
7565,1,475,2,-5
7566,73,400,3,1
7567,27,-4,-4,1
7568,19,2875,3,4
7569,18,1687,3,-5
7570,27,1267,4,-5
7571,28,-4,-4,5
7572,4,-4,-4,-4
7573,37,637,3,-5
7574,52,-5,-5,-5
7575,49,700,4,2
7576,55,1089,3,4
7577,41,655,4,4
7578,59,841,4,5
7579,-4,-5,-5,-5
7580,14,-5,-5,1
7581,23,-4,-4,2
7582,8,600,3,1
7583,19,-4,-4,1
7584,21,1500,0,0
7585,6,-4,-4,0
7586,-4,1177,4,2
7587,13,779,4,3
7588,-4,425,1,1
7589,55,900,1,0
7590,59,125,3,1
7591,-4,-5,-5,-5
7592,36,1228,3,1
7593,-4,-4,-4,1
7594,-4,641,4,8
7595,18,336,4,1
7596,16,1201,5,-5
7597,65,600,3,-5
7598,64,889,4,1
7599,21,1300,3,2
7600,32,869,3,4
7601,80,885,5,4
7602,99,1877,5,4
7603,96,800,4,5
7604,86,1118,3,-5
7605,98,-4,-4,-5
7606,40,1333,3,1
7607,4,-4,2,-5
7608,22,1020,3,-5
7609,37,401,3,-5
7610,84,623,3,-5
7611,37,635,0,1
7612,-3,75,0,0
7613,26,425,3,-5
7614,43,425,0,-5
7615,14,-5,-5,1
7616,7,-4,-4,0
7617,12,-4,-4,1
7618,5,697,5,1
7619,2,-4,-4,0
7620,39,1337,3,1
7621,14,522,3,1
7622,9,482,0,1
7623,9,514,3,-5
7624,6,631,2,-5
7625,30,975,4,8
7626,10,500,5,1
7627,4,-4,3,1
7628,32,881,3,1
7629,62,1111,3,2
7630,44,724,3,3
7631,23,-5,-5,-5
7632,55,841,3,-5
7633,8,1041,3,2
7634,11,583,4,-5
7635,28,-5,-5,2
7636,19,389,3,2
7637,29,1390,1,1
7638,37,-5,-5,-5
7639,1,440,0,1
7640,18,465,3,-5
7641,4,560,3,-5
7642,18,427,5,-5
7643,1,-4,-4,-5
7644,21,812,3,-5
7645,5,365,2,0
7646,6,-4,-4,0
7647,38,-4,3,1
7648,35,308,2,-5
7649,50,1370,3,1
7650,42,865,4,3
7651,23,1000,3,3
7652,25,930,4,1
7653,57,769,4,4
7654,27,700,2,3
7655,23,362,3,1
7656,9,-4,3,1
7657,11,936,3,1
7658,-4,-5,-5,-5
7659,-4,720,3,-5
7660,-4,-5,-5,-5
7661,34,600,3,1
7662,12,638,3,2
7663,18,1635,3,2
7664,20,1200,3,1
7665,6,510,3,1
7666,12,-4,-2,-5
7667,4,550,1,0
7668,16,-4,-4,-4
